,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
7899,29385445,68598599,YAU TSIM MONG,22.321460000000002,114.16963,Entire home/apt,900,1,43,2,116
7900,29400043,183844752,YAU TSIM MONG,22.31958,114.16821999999999,Entire home/apt,1001,4,31,9,176
7901,29400324,10254437,WAN CHAI,22.2791,114.17401000000001,Entire home/apt,501,1,40,15,97
7902,29400623,221321754,YAU TSIM MONG,22.31651,114.1697,Shared room,219,1,41,9,62
7904,29404054,426778,CENTRAL & WESTERN,22.28034,114.15313,Entire home/apt,853,3,11,1,0
7907,29432701,15508748,YAU TSIM MONG,22.297810000000002,114.17351000000001,Private room,485,28,1,4,365
7910,29442326,55484297,CENTRAL & WESTERN,22.28528,114.13576,Private room,892,1,7,2,343
7912,29447285,37276677,CENTRAL & WESTERN,22.28282,114.1259,Entire home/apt,829,2,3,1,114
7916,29464997,31793780,WAN CHAI,22.27756,114.18167,Entire home/apt,1095,1,49,2,253
7917,29465003,144224582,WAN CHAI,22.27805,114.17544,Private room,399,4,18,6,339
7920,29475376,71610186,YAU TSIM MONG,22.31394,114.16991999999999,Private room,352,30,0,15,59
7921,29477401,9435569,CENTRAL & WESTERN,22.28538,114.13336000000001,Private room,352,1,7,1,0
7922,29478856,52474624,WAN CHAI,22.27582,114.17228999999999,Entire home/apt,900,2,9,1,0
7924,29486051,165096363,YAU TSIM MONG,22.319879999999998,114.16715,Private room,485,1,23,6,64
7925,29492181,217594431,CENTRAL & WESTERN,22.28472,114.13678,Entire home/apt,923,1,23,1,0
7926,29497135,98999943,YAU TSIM MONG,22.30375,114.17061000000001,Entire home/apt,399,30,2,2,138
7927,29497354,221605817,YAU TSIM MONG,22.322229999999998,114.17133999999999,Private room,250,1,61,1,80
7928,29498072,33148795,YAU TSIM MONG,22.303910000000002,114.16904,Entire home/apt,790,30,1,1,89
7929,29501188,214793286,YAU TSIM MONG,22.29547,114.17163000000001,Private room,602,2,1,19,90
7930,29501671,135576037,YAU TSIM MONG,22.298779999999997,114.1764,Private room,626,1,18,5,74
7932,29506271,222200705,YAU TSIM MONG,22.32084,114.16988,Private room,798,1,1,2,90
7934,29507904,222200705,YAU TSIM MONG,22.31863,114.16808,Private room,798,1,0,2,90
7935,29522265,22909743,CENTRAL & WESTERN,22.285829999999997,114.14943999999998,Entire home/apt,649,2,34,4,56
7936,29522674,221321754,YAU TSIM MONG,22.31638,114.17136,Shared room,219,1,36,9,63
7937,29524944,22909743,CENTRAL & WESTERN,22.28558,114.14821,Entire home/apt,649,1,16,4,6
7939,29526569,14861546,YAU TSIM MONG,22.325110000000002,114.16573999999999,Entire home/apt,462,60,1,100,364
7941,29530898,51891423,WAN CHAI,22.27711,114.17368,Entire home/apt,900,1,2,1,88
7942,29532412,165096363,YAU TSIM MONG,22.32112,114.16848,Private room,485,1,24,6,85
7943,29534203,29831285,YAU TSIM MONG,22.317870000000003,114.1702,Private room,978,1,3,22,365
7945,29545108,221028001,YAU TSIM MONG,22.30465,114.17296999999999,Private room,399,1,2,5,112
7946,29545467,221028001,YAU TSIM MONG,22.30497,114.17074,Private room,399,1,5,5,134
7947,29547317,221028001,YAU TSIM MONG,22.3054,114.17253999999998,Private room,399,1,18,5,119
7948,29550248,8807538,WAN CHAI,22.277260000000002,114.19243999999999,Entire home/apt,454,1,1,1,0
7949,29556199,221028001,YAU TSIM MONG,22.30534,114.17068,Private room,751,1,3,5,103
7950,29558830,212906613,WAN CHAI,22.274620000000002,114.17496000000001,Entire home/apt,751,1,30,3,0
7951,29559208,188091128,WAN CHAI,22.277720000000002,114.17548000000001,Entire home/apt,1197,1,0,1,365
7952,29564976,217504943,YAU TSIM MONG,22.32058,114.16695,Private room,376,1,12,10,314
7955,29580487,28007362,CENTRAL & WESTERN,22.281229999999997,114.12064,Private room,1041,2,0,1,0
7956,29582868,218573767,YAU TSIM MONG,22.31371,114.16938,Private room,649,3,0,2,365
7959,29598038,135784037,YAU TSIM MONG,22.29648,114.17338000000001,Private room,368,1,25,34,274
7960,29598845,11285224,CENTRAL & WESTERN,22.28556,114.15288000000001,Private room,188,1,0,1,17
7961,29599715,16460274,CENTRAL & WESTERN,22.28402,114.14061000000001,Entire home/apt,947,6,1,1,0
7962,29601467,46753419,WAN CHAI,22.27683,114.17756000000001,Entire home/apt,1150,4,20,11,71
7963,29602349,221321754,YAU TSIM MONG,22.31824,114.17143,Shared room,219,1,34,9,63
7964,29604628,97240131,WAN CHAI,22.280829999999998,114.18202,Entire home/apt,297,29,0,216,364
7965,29604629,221321754,YAU TSIM MONG,22.316879999999998,114.16935,Shared room,219,1,48,9,71
7966,29612939,163673578,WAN CHAI,22.27593,114.16909,Entire home/apt,1447,4,0,1,285
7967,29614323,119743264,YAU TSIM MONG,22.29815,114.17385,Private room,501,1,0,14,0
7968,29614879,198109516,WAN CHAI,22.28081,114.18226000000001,Private room,462,28,0,37,364
7969,29615014,198109516,WAN CHAI,22.27995,114.18588000000001,Private room,399,28,1,37,347
7970,29615076,108435197,CENTRAL & WESTERN,22.28865,114.14833,Entire home/apt,751,5,4,1,0
7972,29619245,23141755,YAU TSIM MONG,22.30384,114.17249,Private room,602,1,48,17,275
7973,29619845,115178765,CENTRAL & WESTERN,22.284689999999998,114.14043000000001,Shared room,282,3,0,2,0
7974,29619889,23141755,YAU TSIM MONG,22.30548,114.17133999999999,Private room,602,1,44,17,268
7976,29622247,60131730,WAN CHAI,22.27775,114.18847,Private room,368,1,11,1,74
7977,29629234,23141755,YAU TSIM MONG,22.30402,114.17126999999999,Private room,501,1,44,17,299
7978,29629658,23141755,YAU TSIM MONG,22.30566,114.17137,Private room,501,1,50,17,323
7980,29633367,223065830,WAN CHAI,22.2783,114.17607,Entire home/apt,477,3,2,1,162
7982,29634550,38195199,CENTRAL & WESTERN,22.28642,114.14358,Entire home/apt,548,3,10,1,131
7983,29635159,87908474,WAN CHAI,22.27802,114.17793999999999,Private room,329,3,3,2,0
7984,29637425,54938469,WAN CHAI,22.268829999999998,114.18534,Entire home/apt,1604,2,13,1,334
7985,29644903,97240131,CENTRAL & WESTERN,22.28689,114.14483999999999,Private room,219,29,0,216,364
7986,29647665,9157229,YAU TSIM MONG,22.31097,114.1714,Entire home/apt,1353,2,0,13,364
7987,29650102,222854596,YAU TSIM MONG,22.3249,114.16373999999999,Entire home/apt,696,2,55,2,16
7988,29650242,31288585,WAN CHAI,22.285220000000002,114.19126000000001,Entire home/apt,681,28,7,1,0
7989,29657884,195534821,CENTRAL & WESTERN,22.28173,114.12931,Entire home/apt,454,5,7,1,8
7990,29662239,10467304,WAN CHAI,22.27714,114.1741,Private room,313,1,44,2,164
7993,29670962,199989585,WAN CHAI,22.27627,114.17283,Entire home/apt,798,2,3,10,365
7994,29672026,199989585,WAN CHAI,22.277420000000003,114.17459,Entire home/apt,876,3,3,10,0
7995,29674773,152032844,YAU TSIM MONG,22.296860000000002,114.17381,Private room,454,1,12,9,90
7997,29685129,213244095,CENTRAL & WESTERN,22.28738,114.14299999999999,Shared room,149,1,32,3,93
7998,29689008,61138196,CENTRAL & WESTERN,22.27926,114.1518,Entire home/apt,1001,12,0,2,16
7999,29689029,67046439,WAN CHAI,22.274379999999997,114.18378,Entire home/apt,1471,3,1,1,88
8004,29698046,221321754,YAU TSIM MONG,22.31681,114.16953999999998,Shared room,219,1,45,9,72
8005,29703127,76765545,WAN CHAI,22.26699,114.18741000000001,Entire home/apt,297,2,6,1,309
8006,29710752,223417018,WAN CHAI,22.28012,114.18071,Entire home/apt,501,30,0,5,0
8007,29716122,14618794,CENTRAL & WESTERN,22.2851,114.14943999999998,Entire home/apt,477,4,1,1,1
8009,29719715,20535130,WAN CHAI,22.28163,114.18579,Entire home/apt,501,2,28,3,63
8010,29721089,223417018,WAN CHAI,22.27873,114.17902,Entire home/apt,696,30,1,5,89
8011,29726384,63565955,YAU TSIM MONG,22.32006,114.17176,Entire home/apt,579,1,0,1,0
8013,29740434,16225509,CENTRAL & WESTERN,22.28354,114.14991,Entire home/apt,798,4,3,1,0
8014,29742267,223417018,WAN CHAI,22.27918,114.17962,Entire home/apt,1001,45,0,5,106
8015,29744687,223417018,CENTRAL & WESTERN,22.28611,114.14822,Entire home/apt,939,30,0,5,106
8016,29745223,223417018,CENTRAL & WESTERN,22.287679999999998,114.14008000000001,Entire home/apt,1197,45,0,5,78
8018,29746331,50267395,YAU TSIM MONG,22.304389999999998,114.17013,Entire home/apt,1197,1,37,7,334
8019,29746464,12696706,YAU TSIM MONG,22.32454,114.16264,Entire home/apt,798,1,52,2,322
8020,29747501,28730857,YAU TSIM MONG,22.29843,114.17273999999999,Private room,462,1,22,11,288
8021,29749252,97240131,YAU TSIM MONG,22.29683,114.17087,Private room,180,31,0,216,365
8022,29749404,221110094,YAU TSIM MONG,22.29716,114.17273999999999,Private room,227,1,34,15,175
8023,29749427,221110094,YAU TSIM MONG,22.29682,114.17182,Private room,289,1,32,15,171
8024,29750177,97240131,YAU TSIM MONG,22.313129999999997,114.17121000000002,Private room,172,31,0,216,365
8025,29751700,15813813,YAU TSIM MONG,22.308410000000002,114.16838,Entire home/apt,602,1,9,1,0
8026,29752167,3820308,YAU TSIM MONG,22.30714,114.16668,Entire home/apt,399,1,6,19,60
8027,29752219,223818032,YAU TSIM MONG,22.30975,114.17076000000002,Private room,454,2,11,3,90
8028,29752663,160416777,YAU TSIM MONG,22.32384,114.16221000000002,Entire home/apt,1080,1,62,5,251
8029,29754353,223818032,YAU TSIM MONG,22.30936,114.17018,Private room,454,1,0,3,90
8030,29754816,223818032,YAU TSIM MONG,22.30893,114.17047,Private room,399,2,10,3,365
8031,29760491,160224869,YAU TSIM MONG,22.29671,114.17376999999999,Entire home/apt,1799,1,34,4,37
8032,29762820,223848840,CENTRAL & WESTERN,22.286939999999998,114.14566,Private room,258,30,0,1,0
8033,29763242,221110094,YAU TSIM MONG,22.2969,114.17218999999999,Private room,329,1,35,15,189
8034,29763941,97240131,CENTRAL & WESTERN,22.28681,114.1509,Private room,250,31,0,216,89
8035,29765424,10308379,CENTRAL & WESTERN,22.28789,114.14986999999999,Private room,602,2,1,1,356
8038,29766756,165096363,YAU TSIM MONG,22.31908,114.16718999999999,Private room,383,1,25,6,82
8040,29767221,26192501,YAU TSIM MONG,22.29891,114.17218000000001,Entire home/apt,579,1,35,3,49
8045,29788219,224108160,CENTRAL & WESTERN,22.28325,114.12718000000001,Entire home/apt,876,3,3,2,0
8046,29788548,28999137,WAN CHAI,22.27799,114.18748000000001,Entire home/apt,923,5,0,1,8
8047,29790166,134026014,WAN CHAI,22.27028,114.18477,Entire home/apt,1502,3,3,1,0
8048,29792423,13028597,WAN CHAI,22.27789,114.19003000000001,Entire home/apt,798,1,13,1,0
8049,29794120,107155383,YAU TSIM MONG,22.30615,114.16248999999999,Entire home/apt,1001,2,7,1,0
8050,29797092,224176895,CENTRAL & WESTERN,22.28738,114.13983,Entire home/apt,720,2,0,1,0
8051,29799915,216207826,YAU TSIM MONG,22.30406,114.16953999999998,Entire home/apt,1299,2,22,21,76
8054,29802900,160422058,CENTRAL & WESTERN,22.2808,114.15193000000001,Private room,321,1,13,2,161
8057,29809169,213244095,CENTRAL & WESTERN,22.28773,114.14301,Shared room,219,1,21,3,105
8058,29809239,29784965,CENTRAL & WESTERN,22.28825,114.14188,Entire home/apt,548,7,2,1,0
8059,29809856,68488957,CENTRAL & WESTERN,22.28687,114.14562,Entire home/apt,1502,2,5,1,179
8060,29810682,26192501,YAU TSIM MONG,22.29725,114.17095,Private room,579,1,27,3,90
8061,29815978,19140373,CENTRAL & WESTERN,22.28434,114.13298999999999,Private room,1001,2,1,1,85
8062,29819289,26192501,YAU TSIM MONG,22.29683,114.17161000000002,Private room,579,1,31,3,88
8063,29819498,79611488,YAU TSIM MONG,22.31949,114.16812,Entire home/apt,954,1,57,6,196
8064,29821369,149784855,YAU TSIM MONG,22.29804,114.17357,Private room,454,1,1,9,19
8065,29822215,79611488,YAU TSIM MONG,22.31921,114.16883999999999,Entire home/apt,798,1,55,6,167
8066,29833208,11776683,CENTRAL & WESTERN,22.28473,114.15381000000001,Entire home/apt,782,7,4,1,3
8067,29837087,28730857,YAU TSIM MONG,22.298389999999998,114.17201000000001,Private room,266,1,28,11,273
8068,29837246,224421162,YAU TSIM MONG,22.29939,114.17313999999999,Shared room,399,1,62,2,172
8069,29838630,5967946,CENTRAL & WESTERN,22.28794,114.14778000000001,Entire home/apt,696,2,5,1,24
8070,29840582,215993891,YAU TSIM MONG,22.29826,114.17368,Private room,681,1,16,9,298
8071,29840591,215993891,YAU TSIM MONG,22.29818,114.17544,Private room,516,1,22,9,301
8072,29840597,215993891,YAU TSIM MONG,22.30013,114.17565,Private room,399,1,28,9,295
8073,29840611,215993891,YAU TSIM MONG,22.29857,114.17522,Private room,477,1,14,9,286
8074,29840640,215993891,YAU TSIM MONG,22.29897,114.17557,Private room,399,1,33,9,307
8075,29843877,91040854,YAU TSIM MONG,22.298779999999997,114.17168999999998,Private room,1502,1,1,2,88
8076,29846996,224421162,YAU TSIM MONG,22.2989,114.17286000000001,Shared room,399,1,10,2,172
8077,29847494,194516752,CENTRAL & WESTERN,22.28602,114.14997,Entire home/apt,133,2,12,1,82
8078,29848136,6781522,YAU TSIM MONG,22.318170000000002,114.15749,Entire home/apt,900,2,15,1,0
8079,29848536,58760262,WAN CHAI,22.278589999999998,114.16935,Entire home/apt,947,2,7,1,0
8082,29859159,14861546,YAU TSIM MONG,22.32639,114.1666,Entire home/apt,532,60,2,100,364
8083,29859380,14861546,YAU TSIM MONG,22.32635,114.16554,Entire home/apt,462,20,0,100,364
8085,29859725,177167703,YAU TSIM MONG,22.31885,114.1716,Entire home/apt,1001,1,3,10,95
8088,29860069,14861546,YAU TSIM MONG,22.32633,114.16548999999999,Entire home/apt,391,60,1,100,364
8093,29862300,14861546,CENTRAL & WESTERN,22.28669,114.15042,Entire home/apt,579,5,2,100,133
8095,29864411,9428509,YAU TSIM MONG,22.30704,114.17114,Entire home/apt,563,2,21,2,133
8096,29864460,4289637,CENTRAL & WESTERN,22.28642,114.14966000000001,Entire home/apt,649,2,2,1,0
8097,29866374,128901758,YAU TSIM MONG,22.31963,114.17156999999999,Entire home/apt,1197,2,35,7,344
8098,29866796,128901758,YAU TSIM MONG,22.318279999999998,114.17114,Entire home/apt,1197,2,22,7,344
8099,29867371,128901758,YAU TSIM MONG,22.32027,114.16976000000001,Entire home/apt,1197,2,23,7,321
8100,29867848,4480442,CENTRAL & WESTERN,22.28817,114.13761000000001,Entire home/apt,1502,2,0,1,23
8102,29882461,20529813,CENTRAL & WESTERN,22.28058,114.15396000000001,Entire home/apt,524,2,2,1,0
8104,29883835,224639463,WAN CHAI,22.27981,114.17877,Entire home/apt,1001,2,39,4,70
8105,29884568,216207826,YAU TSIM MONG,22.29926,114.17383000000001,Entire home/apt,1228,4,22,21,11
8106,29884778,15702082,CENTRAL & WESTERN,22.28214,114.12772,Private room,798,1,11,2,42
8108,29890300,145595716,WAN CHAI,22.27763,114.19295,Private room,66665,1,3,1,89
8109,29890578,169994526,CENTRAL & WESTERN,22.28884,114.14515,Entire home/apt,1353,1,39,3,118
8111,29898846,74268379,YAU TSIM MONG,22.3187,114.17113,Entire home/apt,681,1,28,5,61
8112,29907251,20291114,CENTRAL & WESTERN,22.28772,114.14927,Entire home/apt,501,3,2,1,15
8114,29908732,23342838,YAU TSIM MONG,22.29571,114.1723,Entire home/apt,602,1,6,1,12
8116,29909749,10539254,CENTRAL & WESTERN,22.28536,114.14971000000001,Private room,352,2,8,2,12
8119,29912338,14861546,YAU TSIM MONG,22.32467,114.16595,Entire home/apt,391,60,0,100,364
8121,29912663,194240321,YAU TSIM MONG,22.30694,114.1656,Shared room,94,1,19,9,140
8124,29922840,26061215,YAU TSIM MONG,22.31971,114.16076000000001,Entire home/apt,1361,2,24,3,67
8125,29928743,170381731,YAU TSIM MONG,22.30356,114.16957,Shared room,798,60,0,3,158
8126,29932191,224983823,WAN CHAI,22.28098,114.18283000000001,Entire home/apt,798,1,18,4,267
8127,29932504,101153136,YAU TSIM MONG,22.305999999999997,114.17131,Entire home/apt,1197,2,27,2,70
8128,29932930,225055697,YAU TSIM MONG,22.321720000000003,114.17039,Shared room,399,2,14,6,43
8129,29934670,185277937,YAU TSIM MONG,22.322979999999998,114.16778000000001,Shared room,164,1,30,17,250
8130,29935320,37289493,YAU TSIM MONG,22.313979999999997,114.1754,Private room,1134,1,19,28,318
8132,29935623,138649185,CENTRAL & WESTERN,22.2848,114.14922,Entire home/apt,383,30,1,83,364
8133,29945461,2202582,WAN CHAI,22.26861,114.18203999999999,Entire home/apt,1752,7,1,1,0
8134,29946342,14269764,CENTRAL & WESTERN,22.28584,114.14233999999999,Entire home/apt,1001,3,3,1,254
8135,29950902,23389042,CENTRAL & WESTERN,22.284329999999997,114.13105,Entire home/apt,837,5,0,2,254
8136,29952115,45033110,WAN CHAI,22.26849,114.18493000000001,Entire home/apt,1001,4,2,1,0
8137,29953459,62933548,CENTRAL & WESTERN,22.289279999999998,114.13958999999998,Entire home/apt,563,3,6,1,0
8141,29966722,198109516,WAN CHAI,22.28275,114.18561000000001,Private room,407,30,0,37,364
8142,29967083,198109516,WAN CHAI,22.28139,114.18578000000001,Private room,493,28,0,37,318
8143,29967300,198109516,WAN CHAI,22.28272,114.18558,Private room,399,28,0,37,285
8144,29968887,13314237,WAN CHAI,22.2784,114.18735,Entire home/apt,1064,2,6,1,36
8146,29970534,225316803,YAU TSIM MONG,22.32382,114.17133999999999,Private room,501,2,35,2,249
8152,29977469,61138196,CENTRAL & WESTERN,22.27947,114.15105,Private room,399,3,3,2,63
8153,29979034,156409670,WAN CHAI,22.28058,114.1863,Entire home/apt,563,28,0,63,364
8158,29995960,83271887,WAN CHAI,22.27834,114.16955,Entire home/apt,947,4,6,1,19
8159,29997747,217504943,YAU TSIM MONG,22.32131,114.16892,Private room,344,1,13,10,324
8160,29997777,42555375,CENTRAL & WESTERN,22.28235,114.15246,Entire home/apt,1197,2,32,2,129
8161,29998574,22764103,CENTRAL & WESTERN,22.28255,114.12812,Entire home/apt,602,3,7,1,0
8162,29999688,198109516,WAN CHAI,22.28073,114.18579,Private room,430,28,0,37,365
8165,30002028,225515677,WAN CHAI,22.28047,114.18607,Entire home/apt,2504,1,6,1,0
8167,30005894,2928945,CENTRAL & WESTERN,22.28187,114.15296000000001,Private room,352,1,10,2,89
8168,30010124,3284183,WAN CHAI,22.27694,114.17378000000001,Entire home/apt,1299,3,6,1,15
8169,30019082,21718170,YAU TSIM MONG,22.30343,114.17128000000001,Entire home/apt,391,1,10,1,8
8170,30020408,11395407,WAN CHAI,22.281579999999998,114.17118,Entire home/apt,1901,2,12,2,306
8172,30027917,138649185,WAN CHAI,22.28049,114.18513,Entire home/apt,532,28,0,83,323
8174,30028543,199989585,WAN CHAI,22.279,114.17655,Entire home/apt,900,2,2,10,0
8175,30037374,199989585,WAN CHAI,22.27621,114.17381,Entire home/apt,900,1,2,10,11
8178,30045039,26879585,WAN CHAI,22.27595,114.182,Entire home/apt,1197,4,2,1,32
8179,30046843,53578401,CENTRAL & WESTERN,22.28065,114.14165,Private room,1197,2,3,1,0
8182,30055003,225388642,YAU TSIM MONG,22.31831,114.17173000000001,Entire home/apt,399,10,7,10,309
8183,30056007,97240131,WAN CHAI,22.278370000000002,114.17987,Private room,250,29,0,216,364
8184,30057569,218001521,WAN CHAI,22.28139,114.1841,Entire home/apt,884,1,22,5,321
8185,30059212,152042843,YAU TSIM MONG,22.30476,114.17236000000001,Private room,196,1,20,4,47
8187,30071631,94236203,WAN CHAI,22.27881,114.18371,Private room,501,1,2,2,0
8188,30074853,144224582,WAN CHAI,22.27808,114.17872,Private room,399,4,7,6,356
8189,30075672,144224582,WAN CHAI,22.27855,114.17718,Private room,399,4,11,6,342
8190,30075845,144224582,WAN CHAI,22.27691,114.17756000000001,Private room,477,4,7,6,354
8191,30076017,144224582,WAN CHAI,22.2763,114.17782,Private room,383,4,9,6,346
8193,30077286,198109516,WAN CHAI,22.28264,114.185,Private room,430,28,0,37,307
8194,30079254,225316803,YAU TSIM MONG,22.32402,114.16944,Private room,399,2,20,2,54
8196,30093225,121618454,CENTRAL & WESTERN,22.28775,114.14495,Entire home/apt,1197,3,2,1,69
8199,30094441,2385463,WAN CHAI,22.26981,114.18546,Entire home/apt,1001,5,3,1,40
8200,30095499,24229961,WAN CHAI,22.2753,114.18491000000002,Entire home/apt,1299,2,2,1,0
8201,30095586,125519821,CENTRAL & WESTERN,22.28444,114.13068999999999,Entire home/apt,1197,3,0,1,0
8203,30095791,226115972,WAN CHAI,22.27972,114.18871999999999,Private room,579,1,5,1,179
8204,30096382,203160550,YAU TSIM MONG,22.32074,114.16755,Private room,266,1,12,6,365
8205,30096638,138649185,CENTRAL & WESTERN,22.28404,114.13212,Entire home/apt,540,25,0,83,364
